ID,Template,Plan,Filled_Template,Filled_Plan
208,user: I'm looking for some <ATTRACTION_TYPE_2> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Cultural attractions in Las Vegas.,"attractions = search_attractions(city=""Las Vegas"", type=[""Cultural""])
save_to_cache(key=""attractions"", value=attractions)"
208,assistant: We have a lot of great <ATTRACTION_TYPE_2> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Cultural spots in Las Vegas. Are you interested in anything specific?,
208,"user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")","user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")"
208,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Summerlin?",
208,"user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Summerlin""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
209,"assistant: Hi, how can I help you today?",,"assistant: Hi, how can I help you today?",
209,user: I'm looking for <ATTRACTION_TYPE_1> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for Culinary attractions in CO.,"attractions = search_attractions(type=[""Culinary""], state=""CO"")
save_to_cache(key=""attractions"", value=attractions)"
209,assistant: <STATE_1> has a rich history and culture. What specific type of <ATTRACTION_TYPE_1> attractions are you interested in?,,assistant: CO has a rich history and culture. What specific type of Culinary attractions are you interested in?,
209,"user: I'm not sure, just something interesting.","attractions = get_results_from_cache(key=""attractions"")","user: I'm not sure, just something interesting.","attractions = get_results_from_cache(key=""attractions"")"
209,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in <STATE_1>?",,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in CO?",
209,"user: Yes, I am. Infact, I am thinking of going to <CITY_2>.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city = ""<CITY_2>"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Yes, I am. Infact, I am thinking of going to San Jose.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city = ""San Jose"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
210,assistant: Hello! I'd love to help you discover new attractions. What's your favorite type of <ATTRACTION_TYPE_2> activity?,,assistant: Hello! I'd love to help you discover new attractions. What's your favorite type of Scenic activity?,
210,user: I'm planning a trip to <STATE_1> and I want to find some <ATTRACTION_TYPE_2> attractions.,"attractions = search_attractions(state=""<STATE_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to CO and I want to find some Scenic attractions.,"attractions = search_attractions(state=""CO"", type=[""Scenic""])
save_to_cache(key=""attractions"", value=attractions)"
210,assistant: <STATE_1> has a lot to offer. Can you tell me more about what you're looking for in a <ATTRACTION_TYPE_2> experience?,,assistant: CO has a lot to offer. Can you tell me more about what you're looking for in a Scenic experience?,
210,"user: Not really, just something exciting.",,"user: Not really, just something exciting.",
210,assistant: Let me ask you this: are you open to trying new things or do you prefer more traditional <ATTRACTION_TYPE_2> activities?,,assistant: Let me ask you this: are you open to trying new things or do you prefer more traditional Scenic activities?,
210,user: I'm open to anything.,,user: I'm open to anything.,
211,"assistant: Hello! What kind of attractions are you looking for? Are you interested in history, art, or something else?",,"assistant: Hello! What kind of attractions are you looking for? Are you interested in history, art, or something else?",
211,user: I'm interested in <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>"", ""<ATTRACTION_TYPE_2>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm interested in Scenic and Art attractions in TX.,"attractions = search_attractions(type=[""Scenic"", ""Art""], state=""TX"")
save_to_cache(key=""attractions"", value=attractions)"
211,assistant: <STATE_1> has a lot to offer. Are you looking at specific cities or regions?,,assistant: TX has a lot to offer. Are you looking at specific cities or regions?,
211,"user: Yeah, I'm thinking of visiting <CITY_2> and <CITY_3>.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions1 = filter_attractions(prior_results=attractions, city=""<CITY_2>"")
filtered_attractions2 = filter_attractions(prior_results=attractions, city=""<CITY_3>"")
save_to_cache(key=""filtered_attractions1"", value=filtered_attractions1)
save_to_cache(key=""filtered_attractions2"", value=filtered_attractions2)","user: Yeah, I'm thinking of visiting Fresno and San Jose.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions1 = filter_attractions(prior_results=attractions, city=""Fresno"")
filtered_attractions2 = filter_attractions(prior_results=attractions, city=""San Jose"")
save_to_cache(key=""filtered_attractions1"", value=filtered_attractions1)
save_to_cache(key=""filtered_attractions2"", value=filtered_attractions2)"
211,assistant: Both <CITY_2> and <CITY_3> have great <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions. Let me tell you about some of them.,,assistant: Both Fresno and San Jose have great Scenic and Art attractions. Let me tell you about some of them.,
211,user: That sounds great.,"filtered_attractions1 = get_results_from_cache(key=""filtered_attractions1"")
filtered_attractions2 = get_results_from_cache(key=""filtered_attractions2"")",user: That sounds great.,"filtered_attractions1 = get_results_from_cache(key=""filtered_attractions1"")
filtered_attractions2 = get_results_from_cache(key=""filtered_attractions2"")"
212,assistant: Hello! What brings you here today? Are you looking for a quick weekend getaway or a longer vacation?,,assistant: Hello! What brings you here today? Are you looking for a quick weekend getaway or a longer vacation?,
212,user: I'm planning a trip to <STATE_2> and I want to find some <ATTRACTION_TYPE_1> attractions.,"attractions = search_attractions(state=""<STATE_2>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to NC and I want to find some Scenic attractions.,"attractions = search_attractions(state=""NC"", type=[""Scenic""])
save_to_cache(key=""attractions"", value=attractions)"
212,assistant: <STATE_2> has a lot to offer. Are you looking at a specific city or region?,,assistant: NC has a lot to offer. Are you looking at a specific city or region?,
212,"user: Not really, I'm flexible. What are some popular <ATTRACTION_TYPE_1> spots in <STATE_2>?","attractions = get_results_from_cache(key=""attractions"")","user: Not really, I'm flexible. What are some popular Scenic spots in NC?","attractions = get_results_from_cache(key=""attractions"")"
212,assistant: There are several. Let me see what I can find for you.,,assistant: There are several. Let me see what I can find for you.,
212,"user: Great, thanks!",,"user: Great, thanks!",
213,assistant: Hello! Are you looking for a unique experience? I can help you find some hidden gems in <CITY_2>.,,assistant: Hello! Are you looking for a unique experience? I can help you find some hidden gems in San Jose.,
213,"user: Yeah, I'm thinking of visiting some <ATTRACTION_TYPE_2> attractions in <CITY_2>.","attractions = search_attractions(city=""<CITY_2>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)","user: Yeah, I'm thinking of visiting some Touristy attractions in San Jose.","attractions = search_attractions(city=""San Jose"", type=[""Touristy""])
save_to_cache(key=""attractions"", value=attractions)"
213,assistant: <CITY_2> has a lot of great <ATTRACTION_TYPE_2> spots. Have you considered <CITY_2_NEIGHBORHOOD_1>?,,assistant: San Jose has a lot of great Touristy spots. Have you considered Downtown San Jose?,
213,"user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_2_NEIGHBORHOOD_1>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Downtown San Jose""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
213,assistant: It's a great area with a lot of <ATTRACTION_TYPE_2> attractions. I can give you some insider tips.,,assistant: It's a great area with a lot of Touristy attractions. I can give you some insider tips.,
213,"user: Okay, that sounds good.",,"user: Okay, that sounds good.",
214,assistant: Hi there! How can I assist you? Are you looking for something historic or modern?,,assistant: Hi there! How can I assist you? Are you looking for something historic or modern?,
214,user: I'm looking for some <ATTRACTION_TYPE_1> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Touristy attractions in Memphis.,"attractions = search_attractions(city=""Memphis"", type=[""Touristy""])
save_to_cache(key=""attractions"", value=attractions)"
214,assistant: We have a lot of great <ATTRACTION_TYPE_1> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Touristy spots in Memphis. Are you interested in anything specific?,
214,user: Not really,,user: Not really,
214,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Cooper-Young?",
214,"user: No, I haven't. What's there?","neighborhood_attractions = filter_attractions(prior_results=get_results_from_cache(key=""attractions""), neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""neighborhood_attractions"", value=neighborhood_attractions)","user: No, I haven't. What's there?","neighborhood_attractions = filter_attractions(prior_results=get_results_from_cache(key=""attractions""), neighborhood=[""Cooper-Young""])
save_to_cache(key=""neighborhood_attractions"", value=neighborhood_attractions)"
